idade,tempo_de_emprego,tipo_moradia,tipo_moradia_id,objetivo_emprestimo,objetivo_emprestimo_id,montante_emprestimo,taxa_juros,renda_por_ano,porc_empr_renda_anual,class_risco_historico,class_risco_historico_id,inadimplencia_hist,qtd_anos_primeiro_emprestimo,risco_emprestimo
23,7.0,propria,3,educacao,1,10800,14.59,25100,0.43,D,3,1,3,0
26,0.0,propria,3,consolidacao_debito,0,5400,16.49,25104,0.22,D,3,0,2,0
23,1.0,alugada,0,pessoal,2,16000,11.36,39000,0.41,B,1,0,3,1
25,9.0,alugada,0,saude,5,16000,14.11,39000,0.41,D,3,1,2,1
22,2.0,hipoteca,1,pessoal,2,7000,6.03,25200,0.28,A,0,0,4,0
23,2.0,alugada,0,educacao,1,16000,10.0,48000,0.33,B,1,0,4,1
22,0.0,alugada,0,risco,4,16000,16.0,42000,0.38,D,3,0,3,1
25,3.0,alugada,0,risco,4,16000,17.58,50000,0.32,D,3,0,4,1
24,1.0,propria,3,saude,5,3200,15.23,25200,0.13,C,2,1,2,0
24,6.0,alugada,0,reformar_casa,3,16000,13.99,50000,0.32,C,2,1,2,1
25,5.0,propria,3,reformar_casa,3,1200,15.99,25200,0.05,D,3,1,3,0
24,8.0,alugada,0,risco,4,16000,10.62,50000,0.32,B,1,0,2,1
22,1.0,alugada,0,educacao,1,16000,16.35,44000,0.36,E,4,0,3,1
24,8.0,alugada,0,saude,5,16000,13.85,51000,0.31,C,2,0,3,1
23,7.0,alugada,0,saude,5,16000,16.45,45000,0.36,E,4,1,4,1
21,5.0,alugada,0,pessoal,2,16000,15.7,52000,0.31,D,3,0,4,1
22,2.0,alugada,0,educacao,1,16000,7.9,53000,0.3,A,0,0,4,0
24,6.0,alugada,0,consolidacao_debito,0,16000,11.024070809144439,54000,0.3,A,0,0,4,0
22,7.0,hipoteca,1,saude,5,4000,12.73,25200,0.16,C,2,0,2,1
25,2.0,alugada,0,consolidacao_debito,0,16000,11.024070809144439,49000,0.33,C,2,0,4,1
22,6.0,alugada,0,risco,4,16000,11.024070809144439,55000,0.29,C,2,1,3,0
21,5.0,alugada,0,consolidacao_debito,0,16000,8.94,55000,0.29,A,0,0,2,0
21,0.0,hipoteca,1,pessoal,2,6500,14.26,25200,0.26,C,2,1,2,1
22,1.0,hipoteca,1,pessoal,2,7000,13.92,25200,0.28,C,2,0,3,0
25,9.0,alugada,0,pessoal,2,16000,11.024070809144439,58000,0.28,A,0,0,2,0
25,9.0,alugada,0,educacao,1,16000,13.98,52000,0.31,C,2,0,3,1
23,3.0,propria,3,educacao,1,1000,11.48,25200,0.04,B,1,0,4,0
22,0.0,hipoteca,1,saude,5,1000,11.48,25200,0.04,B,1,0,3,1
22,1.0,alugada,0,saude,5,16000,12.69,52500,0.3,B,1,0,3,1
26,10.0,alugada,0,consolidacao_debito,0,16000,7.49,60000,0.27,A,0,0,2,0
24,0.0,alugada,0,reformar_casa,3,16000,15.65,54000,0.3,D,3,0,4,1
26,2.0,alugada,0,risco,4,16000,14.83,54000,0.3,D,3,0,2,1
24,5.0,hipoteca,1,saude,5,4000,16.49,25344,0.16,D,3,0,3,1
22,3.0,alugada,0,risco,4,16000,11.024070809144439,61000,0.26,C,2,1,2,0
23,7.0,alugada,0,risco,4,16000,7.49,62000,0.26,A,0,0,2,0
23,7.0,hipoteca,1,pessoal,2,5000,9.99,25480,0.2,B,1,0,3,0
23,2.0,hipoteca,1,consolidacao_debito,0,7850,13.49,25500,0.31,C,2,0,4,0
22,0.0,hipoteca,1,risco,4,7000,6.99,25500,0.27,A,0,0,2,0
22,6.0,alugada,0,reformar_casa,3,16000,17.15,57175,0.28,F,5,0,4,1
26,8.0,hipoteca,1,reformar_casa,3,5600,11.91,25500,0.22,C,2,0,4,0
22,6.0,alugada,0,saude,5,16000,17.27,57336,0.28,D,3,0,3,1
25,7.0,hipoteca,1,educacao,1,12000,13.47,25568,0.47,C,2,1,2,1
23,2.0,alugada,0,pessoal,2,16000,10.74,64000,0.25,B,1,0,3,0
24,2.0,alugada,0,saude,5,16000,19.47,58575,0.27,F,5,0,2,1
22,1.0,alugada,0,educacao,1,16000,10.37,64800,0.25,B,1,0,4,0
21,5.0,alugada,0,pessoal,2,16000,9.91,65000,0.25,B,1,0,3,0
24,4.0,hipoteca,1,educacao,1,1500,9.91,25632,0.06,B,1,0,3,0
22,6.0,alugada,0,saude,5,16000,8.49,65000,0.25,A,0,0,4,0
22,2.0,propria,3,risco,4,3500,12.18,25788,0.14,B,1,0,2,0
22,6.0,alugada,0,pessoal,2,16000,7.88,65000,0.25,A,0,0,3,0
24,2.0,alugada,0,saude,5,16000,16.45,59000,0.27,E,4,0,2,1
23,7.0,alugada,0,pessoal,2,16000,14.59,65000,0.25,D,3,0,4,0
22,7.0,hipoteca,1,risco,4,11325,10.65,25920,0.44,B,1,0,3,0
22,6.0,alugada,0,consolidacao_debito,0,16000,13.47,65000,0.25,C,2,1,3,0
22,4.0,alugada,0,saude,5,16000,16.32,59000,0.27,E,4,0,3,1
25,6.0,alugada,0,reformar_casa,3,16000,10.0,66000,0.24,B,1,0,4,0
22,6.0,outro,2,consolidacao_debito,0,3000,9.45,25992,0.12,B,1,0,3,0
23,0.0,alugada,0,reformar_casa,3,16000,16.0,60996,0.26,E,4,0,3,1
23,4.0,alugada,0,consolidacao_debito,0,16000,14.54,62500,0.26,D,3,0,2,1
23,0.0,alugada,0,educacao,1,16000,14.42,63000,0.25,D,3,0,3,1
25,3.0,hipoteca,1,educacao,1,3825,11.71,26000,0.15,B,1,0,2,0
20,3.0,alugada,0,risco,4,16000,15.31,64000,0.25,D,3,1,4,1
24,8.0,alugada,0,pessoal,2,16000,13.06,72000,0.22,C,2,1,2,0
26,4.0,alugada,0,reformar_casa,3,16000,14.84,74000,0.22,D,3,1,3,0
24,8.0,alugada,0,pessoal,2,16000,11.86,74337,0.22,B,1,0,3,0
26,4.0,alugada,0,reformar_casa,3,16000,17.27,74999,0.21,D,3,1,4,0
26,7.0,hipoteca,1,reformar_casa,3,7000,10.99,26000,0.27,B,1,0,4,0
26,4.0,hipoteca,1,reformar_casa,3,12000,11.024070809144439,26000,0.46,B,1,0,3,0
26,1.0,alugada,0,risco,4,16000,11.024070809144439,75000,0.21,B,1,0,2,0
23,3.0,hipoteca,1,consolidacao_debito,0,7800,10.59,26000,0.3,B,1,0,4,0
26,2.0,alugada,0,pessoal,2,16000,13.35,75000,0.21,C,2,1,2,0
23,7.0,hipoteca,1,saude,5,5000,7.91,26000,0.19,A,0,0,2,0
24,2.0,alugada,0,consolidacao_debito,0,16000,11.89,69000,0.23,B,1,0,4,1
21,2.0,alugada,0,consolidacao_debito,0,1000,14.26,20000,0.05,C,2,1,2,0
23,7.0,propria,3,pessoal,2,2000,10.36,26000,0.08,B,1,0,2,0
22,4.0,hipoteca,1,pessoal,2,4000,9.25,26000,0.15,B,1,0,2,0
21,5.0,propria,3,educacao,1,6000,5.79,26000,0.23,A,0,0,2,0
25,9.0,alugada,0,saude,5,1000,11.49,23712,0.04,B,1,0,2,0
24,1.0,alugada,0,pessoal,2,1000,17.99,24000,0.04,E,4,0,3,1
23,0.0,hipoteca,1,reformar_casa,3,10000,11.024070809144439,26000,0.38,E,4,1,3,1
21,0.0,alugada,0,saude,5,1000,10.99,24000,0.04,B,1,0,2,1
22,3.0,alugada,0,consolidacao_debito,0,1000,12.84,24000,0.04,C,2,1,4,0
21,0.0,alugada,0,educacao,1,1000,13.98,24960,0.04,C,2,0,4,0
26,1.0,alugada,0,saude,5,1000,14.65,25000,0.04,C,2,1,3,0
22,3.0,alugada,0,consolidacao_debito,0,1000,15.95,25000,0.04,D,3,0,2,1
26,0.0,propria,3,consolidacao_debito,0,8500,16.45,26000,0.33,E,4,0,3,1
21,5.0,hipoteca,1,saude,5,14500,14.61,26000,0.56,D,3,1,2,1
24,8.0,hipoteca,1,saude,5,7000,7.74,26000,0.27,A,0,0,2,0
22,0.0,alugada,0,reformar_casa,3,1000,16.29,28000,0.04,D,3,1,3,1
25,6.0,alugada,0,consolidacao_debito,0,1000,7.51,28000,0.04,A,0,0,3,0
22,2.0,hipoteca,1,educacao,1,2000,7.4,26000,0.08,A,0,0,2,0
22,6.0,alugada,0,reformar_casa,3,1000,10.25,28000,0.04,B,1,0,4,1
24,8.0,alugada,0,saude,5,1000,12.53,28000,0.04,B,1,0,4,0
23,7.0,alugada,0,educacao,1,1000,7.9,28600,0.03,A,0,0,3,0
22,4.0,alugada,0,risco,4,1000,7.29,29000,0.03,A,0,0,4,0
22,6.0,hipoteca,1,risco,4,17000,12.84,26000,0.65,C,2,1,4,1
26,2.0,alugada,0,saude,5,1000,7.74,29000,0.03,A,0,0,4,0
24,0.0,alugada,0,educacao,1,1000,7.51,30000,0.03,A,0,0,2,0
21,0.0,alugada,0,educacao,1,1000,10.99,30000,0.03,B,1,0,4,0
23,2.0,hipoteca,1,risco,4,7000,14.93,26000,0.27,E,4,1,4,0
21,0.0,alugada,0,consolidacao_debito,0,1000,11.024070809144439,30000,0.03,A,0,0,3,0
22,3.0,hipoteca,1,pessoal,2,500,10.46,26000,0.02,B,1,0,4,0
26,2.0,alugada,0,educacao,1,1000,9.63,30000,0.03,A,0,0,3,0
25,3.0,hipoteca,1,educacao,1,10000,9.91,26004,0.38,B,1,0,2,0
22,1.0,hipoteca,1,educacao,1,5000,5.42,26004,0.19,A,0,0,4,0
25,9.0,alugada,0,saude,5,1000,12.87,30035,0.03,C,2,1,2,0
26,5.0,hipoteca,1,reformar_casa,3,6000,11.99,26004,0.23,B,1,0,2,0
22,4.0,hipoteca,1,educacao,1,5000,7.49,26004,0.19,A,0,0,2,0
25,0.0,alugada,0,consolidacao_debito,0,1000,7.29,33000,0.03,A,0,0,4,0
21,3.0,alugada,0,educacao,1,1000,10.99,33388,0.03,B,1,0,2,0
22,6.0,hipoteca,1,pessoal,2,12000,7.88,26004,0.46,A,0,0,4,1
21,5.0,propria,3,risco,4,7500,11.024070809144439,26004,0.29,A,0,0,2,0
26,2.0,hipoteca,1,reformar_casa,3,10000,11.14,26004,0.38,B,1,0,3,0
23,2.0,alugada,0,pessoal,2,1000,10.36,33600,0.03,B,1,0,2,0
25,5.0,alugada,0,consolidacao_debito,0,1000,11.86,33600,0.03,B,1,0,2,0
23,0.0,alugada,0,saude,5,1000,7.37,34000,0.03,A,0,0,4,0
23,1.0,alugada,0,risco,4,1000,11.99,34800,0.03,B,1,0,4,0
25,0.0,alugada,0,saude,5,1000,13.98,34800,0.03,C,2,1,3,0
22,4.0,alugada,0,risco,4,1000,11.024070809144439,35000,0.03,C,2,1,3,0
25,9.0,alugada,0,risco,4,1000,11.99,35000,0.03,B,1,0,3,0
26,1.0,alugada,0,educacao,1,1000,11.28,29000,0.03,C,2,0,3,1
24,8.0,alugada,0,risco,4,1000,13.49,35100,0.03,C,2,1,4,0
22,0.0,alugada,0,consolidacao_debito,0,1000,13.98,35100,0.03,C,2,0,2,0
24,0.0,hipoteca,1,consolidacao_debito,0,6000,8.9,26400,0.23,A,0,0,4,0
23,3.0,alugada,0,educacao,1,1000,10.99,36000,0.03,B,1,0,2,0
22,1.0,alugada,0,educacao,1,1000,8.59,36000,0.03,A,0,0,4,0
25,1.0,hipoteca,1,reformar_casa,3,7500,8.9,26400,0.28,A,0,0,3,0
22,1.0,alugada,0,pessoal,2,1000,7.68,36000,0.03,A,0,0,4,0
23,1.0,alugada,0,pessoal,2,1000,14.96,31000,0.03,D,3,1,3,1
25,2.0,alugada,0,saude,5,1000,19.03,32000,0.03,E,4,0,4,1
26,6.0,alugada,0,pessoal,2,1000,15.27,38000,0.03,C,2,1,3,0
24,2.0,alugada,0,educacao,1,1000,13.06,32000,0.03,C,2,0,3,1
23,6.0,alugada,0,educacao,1,1000,11.024070809144439,38400,0.03,B,1,0,3,0
21,5.0,alugada,0,pessoal,2,1000,14.22,38400,0.03,C,2,1,3,0
25,0.0,alugada,0,educacao,1,1000,15.57,33600,0.03,D,3,1,2,1
24,2.0,alugada,0,educacao,1,1000,7.49,39996,0.03,A,0,0,3,0
22,3.0,alugada,0,consolidacao_debito,0,1000,7.9,40000,0.03,A,0,0,4,0
23,2.0,alugada,0,educacao,1,1000,6.03,40000,0.03,A,0,0,2,0
24,1.0,alugada,0,saude,5,1000,10.99,40000,0.03,B,1,0,3,0
25,5.0,hipoteca,1,saude,5,5975,12.99,26400,0.23,C,2,1,4,0
23,3.0,alugada,0,risco,4,1000,10.62,40000,0.03,B,1,0,4,0
24,4.0,alugada,0,educacao,1,1000,6.76,40000,0.03,A,0,0,4,0
21,4.0,alugada,0,consolidacao_debito,0,1000,16.45,34500,0.03,E,4,0,2,1
22,6.0,alugada,0,risco,4,1000,6.91,40800,0.02,A,0,0,2,0
22,3.0,alugada,0,consolidacao_debito,0,1000,9.62,42000,0.02,B,1,0,3,0
24,2.0,alugada,0,risco,4,1000,13.16,42000,0.02,C,2,0,2,0
23,7.0,alugada,0,educacao,1,1000,7.51,43000,0.02,A,0,0,3,0
25,1.0,hipoteca,1,reformar_casa,3,4000,10.74,26400,0.15,B,1,0,3,0
21,5.0,alugada,0,risco,4,1000,7.49,45000,0.02,A,0,0,3,0
24,5.0,alugada,0,educacao,1,1000,7.4,45000,0.02,A,0,0,3,0
23,0.0,alugada,0,educacao,1,1000,14.26,45000,0.02,C,2,1,2,0
22,0.0,alugada,0,educacao,1,1000,7.29,48000,0.02,A,0,0,2,0
21,5.0,alugada,0,pessoal,2,1000,15.58,42000,0.02,D,3,1,4,1
25,3.0,alugada,0,educacao,1,1000,7.66,49000,0.02,A,0,0,3,0
21,5.0,alugada,0,educacao,1,1000,13.49,50000,0.02,C,2,0,3,0
26,10.0,hipoteca,1,pessoal,2,8500,13.23,26400,0.32,C,2,1,3,0
22,2.0,hipoteca,1,consolidacao_debito,0,4400,11.49,26400,0.17,B,1,0,4,0
26,1.0,alugada,0,pessoal,2,1000,5.42,50400,0.02,A,0,0,3,0
23,0.0,alugada,0,consolidacao_debito,0,1000,7.14,51000,0.02,A,0,0,2,0
26,10.0,alugada,0,pessoal,2,1000,11.71,54000,0.02,B,1,0,3,0
22,6.0,alugada,0,educacao,1,1000,11.49,56000,0.02,B,1,0,2,0
22,6.0,alugada,0,educacao,1,1000,11.26,58000,0.02,B,1,0,3,0
21,2.0,propria,3,risco,4,4000,7.51,26400,0.15,A,0,0,4,0
23,0.0,alugada,0,saude,5,1000,7.29,69000,0.01,A,0,0,3,0
24,0.0,alugada,0,consolidacao_debito,0,1000,8.59,70399,0.01,A,0,0,2,0
22,3.0,alugada,0,educacao,1,1000,7.88,72000,0.01,A,0,0,3,0
25,6.0,hipoteca,1,saude,5,7200,11.71,26453,0.27,B,1,0,4,1
23,0.0,alugada,0,pessoal,2,1000,13.23,75000,0.01,C,2,1,3,0
24,0.0,alugada,0,pessoal,2,1000,13.99,87000,0.01,C,2,0,4,0
21,3.0,hipoteca,1,saude,5,6000,14.46,26500,0.23,D,3,1,4,1
26,0.0,alugada,0,reformar_casa,3,1000,10.36,96000,0.01,B,1,0,3,0
23,0.0,alugada,0,consolidacao_debito,0,1075,11.024070809144439,38000,0.03,A,0,0,3,0
23,6.0,propria,3,risco,4,6000,8.0,26500,0.23,A,0,0,3,0
23,0.0,alugada,0,educacao,1,1100,11.99,14400,0.08,B,1,0,4,0
23,3.0,alugada,0,risco,4,1150,10.95,77000,0.01,B,1,0,2,0
24,4.0,alugada,0,risco,4,1200,7.29,9960,0.12,A,0,0,4,0
24,6.0,hipoteca,1,saude,5,1000,12.53,26650,0.04,B,1,0,2,0
24,1.0,alugada,0,saude,5,1200,11.89,13000,0.09,B,1,0,2,0
22,0.0,alugada,0,pessoal,2,1200,10.37,14400,0.08,B,1,0,2,0
22,6.0,hipoteca,1,risco,4,3000,8.32,26796,0.11,A,0,0,3,0
24,0.0,alugada,0,saude,5,1200,7.29,14400,0.08,A,0,0,4,0
21,2.0,alugada,0,consolidacao_debito,0,1200,7.14,14400,0.08,A,0,0,3,0
23,0.0,alugada,0,risco,4,1200,14.91,15600,0.08,D,3,0,4,1
22,6.0,propria,3,educacao,1,7500,11.024070809144439,26886,0.28,C,2,1,4,0
21,3.0,alugada,0,educacao,1,1200,7.49,16200,0.07,A,0,0,3,0
25,4.0,alugada,0,saude,5,1200,10.38,16800,0.07,B,1,0,2,0
24,0.0,alugada,0,educacao,1,1200,11.89,18000,0.07,B,1,0,4,0
21,3.0,hipoteca,1,saude,5,9600,13.49,27000,0.36,C,2,1,2,0
23,4.0,alugada,0,educacao,1,1200,18.25,20400,0.06,D,3,0,4,1
23,4.0,propria,3,risco,4,6400,7.9,27000,0.24,A,0,0,2,0
23,2.0,alugada,0,saude,5,1200,7.9,20400,0.06,A,0,0,2,0
22,0.0,alugada,0,saude,5,1200,5.99,21600,0.06,A,0,0,2,0
22,1.0,propria,3,saude,5,4800,11.99,27000,0.18,B,1,0,2,0
23,0.0,hipoteca,1,reformar_casa,3,1000,15.99,27000,0.04,D,3,1,3,1
23,3.0,alugada,0,consolidacao_debito,0,1200,14.35,26400,0.05,C,2,1,4,1
22,5.0,alugada,0,risco,4,1200,13.06,27600,0.04,C,2,0,2,0
22,0.0,alugada,0,saude,5,1200,12.69,28000,0.04,B,1,0,3,0
22,3.0,propria,3,risco,4,10800,10.74,27000,0.4,B,1,0,3,0
21,2.0,alugada,0,educacao,1,1200,9.62,30000,0.04,B,1,0,3,0
22,0.0,propria,3,saude,5,7750,10.37,27000,0.29,B,1,0,3,0
26,2.0,alugada,0,risco,4,1200,10.14,30000,0.04,B,1,0,4,0
22,2.0,alugada,0,pessoal,2,1200,12.21,31200,0.04,B,1,0,4,0
23,7.0,alugada,0,educacao,1,1200,8.88,31500,0.04,B,1,0,2,0
24,0.0,alugada,0,saude,5,1200,13.11,32400,0.04,C,2,1,2,0
22,3.0,propria,3,saude,5,6000,6.54,27000,0.22,A,0,0,4,0
23,3.0,alugada,0,educacao,1,1200,8.32,33000,0.04,A,0,0,2,0
21,5.0,alugada,0,reformar_casa,3,1200,12.69,34000,0.04,B,1,0,4,1
26,0.0,alugada,0,risco,4,1200,9.91,34000,0.04,B,1,0,3,0
22,2.0,alugada,0,saude,5,1200,19.29,34560,0.03,E,4,0,4,1
22,0.0,alugada,0,reformar_casa,3,1200,15.7,29004,0.04,D,3,1,4,1
26,2.0,hipoteca,1,pessoal,2,3025,15.95,27000,0.11,D,3,0,2,0
23,7.0,alugada,0,consolidacao_debito,0,1200,13.99,36000,0.03,C,2,1,4,0
24,5.0,alugada,0,educacao,1,1200,11.49,36000,0.03,B,1,0,2,0
23,0.0,alugada,0,saude,5,1200,10.37,36000,0.03,B,1,0,3,0
21,5.0,alugada,0,risco,4,1200,15.58,40000,0.03,D,3,0,4,0
22,0.0,alugada,0,reformar_casa,3,1200,14.61,34000,0.04,D,3,1,4,1
25,5.0,alugada,0,pessoal,2,1200,8.0,40000,0.03,A,0,0,4,0
25,9.0,alugada,0,saude,5,1200,8.49,43000,0.03,A,0,0,2,0
24,7.0,hipoteca,1,educacao,1,10000,11.024070809144439,27000,0.37,B,1,0,2,0
24,9.0,propria,3,saude,5,9475,8.94,27000,0.35,A,0,0,3,0
22,5.0,alugada,0,saude,5,1200,12.68,44664,0.03,C,2,1,3,0
23,2.0,alugada,0,consolidacao_debito,0,1200,15.95,39000,0.03,D,3,0,2,1
25,4.0,alugada,0,educacao,1,1200,12.68,48000,0.03,C,2,0,4,0
22,1.0,hipoteca,1,educacao,1,12000,11.024070809144439,27000,0.44,B,1,0,3,1
22,2.0,hipoteca,1,consolidacao_debito,0,5000,12.18,27000,0.19,B,1,0,4,0
25,3.0,alugada,0,consolidacao_debito,0,1200,11.58,55000,0.02,B,1,0,4,0
23,4.0,alugada,0,educacao,1,1200,15.23,58000,0.02,C,2,0,4,0
23,8.0,alugada,0,pessoal,2,1200,11.71,58700,0.02,B,1,0,4,0
24,1.0,hipoteca,1,consolidacao_debito,0,7500,10.39,27000,0.28,B,1,0,2,0
25,0.0,alugada,0,saude,5,1200,7.66,60000,0.02,A,0,0,3,0
23,7.0,alugada,0,consolidacao_debito,0,1200,11.024070809144439,60000,0.02,B,1,0,3,0
22,3.0,alugada,0,saude,5,1200,8.59,100000,0.01,A,0,0,2,0
24,3.0,alugada,0,educacao,1,1300,12.73,9600,0.14,C,2,0,2,1
26,1.0,alugada,0,saude,5,1300,7.9,41000,0.03,A,0,0,4,0
24,5.0,alugada,0,saude,5,1300,13.61,45000,0.03,C,2,1,4,0
26,10.0,alugada,0,risco,4,1300,6.99,50000,0.03,A,0,0,3,0
22,4.0,alugada,0,consolidacao_debito,0,1300,14.27,54000,0.02,C,2,1,2,1
25,9.0,outro,2,saude,5,8000,15.05,27048,0.3,D,3,1,2,1
24,8.0,alugada,0,reformar_casa,3,1300,13.49,64000,0.02,C,2,0,3,1
25,4.0,alugada,0,risco,4,1300,10.59,89000,0.01,B,1,0,4,0
25,0.0,alugada,0,educacao,1,1325,13.49,24000,0.06,C,2,1,2,1
24,2.0,alugada,0,saude,5,1325,12.87,26000,0.05,C,2,0,4,1
24,0.0,alugada,0,pessoal,2,1325,10.0,44400,0.03,B,1,0,4,1
26,10.0,hipoteca,1,consolidacao_debito,0,2750,9.63,27138,0.1,B,1,0,2,0
25,5.0,alugada,0,risco,4,1325,14.79,51500,0.03,C,2,0,3,0
21,5.0,alugada,0,risco,4,1350,9.99,23004,0.06,B,1,0,2,0
25,0.0,alugada,0,consolidacao_debito,0,1350,5.42,42000,0.03,A,0,0,2,0
22,6.0,alugada,0,consolidacao_debito,0,1350,12.68,69600,0.02,C,2,0,3,0
24,0.0,alugada,0,risco,4,1400,10.83,10000,0.14,B,1,0,4,0
22,6.0,hipoteca,1,saude,5,3725,12.69,27302,0.14,B,1,0,2,0
23,0.0,alugada,0,consolidacao_debito,0,1400,15.62,14650,0.1,D,3,1,3,1
23,5.0,hipoteca,1,risco,4,1925,11.024070809144439,27350,0.07,B,1,0,3,0
24,5.0,hipoteca,1,pessoal,2,8000,7.29,27360,0.29,A,0,0,3,0
24,8.0,hipoteca,1,consolidacao_debito,0,5175,10.99,27442,0.19,B,1,0,4,0
24,4.0,alugada,0,saude,5,1400,15.62,30000,0.05,D,3,1,4,1
25,4.0,alugada,0,saude,5,1400,13.11,30000,0.05,C,2,0,2,0
23,7.0,hipoteca,1,educacao,1,6300,11.024070809144439,27500,0.23,B,1,0,3,0
22,1.0,alugada,0,saude,5,1400,14.27,33000,0.04,C,2,1,4,0
26,1.0,alugada,0,saude,5,1400,7.74,40000,0.04,A,0,0,3,0
26,1.0,alugada,0,risco,4,1400,11.86,40044,0.03,B,1,0,4,0
21,0.0,outro,2,saude,5,3500,14.42,27568,0.13,D,3,0,4,1
26,5.0,alugada,0,consolidacao_debito,0,1400,11.49,35652,0.04,B,1,0,4,1
24,1.0,hipoteca,1,pessoal,2,2000,14.27,27600,0.07,C,2,1,2,0
26,2.0,propria,3,risco,4,2500,11.71,27600,0.09,B,1,0,3,0
24,8.0,propria,3,saude,5,7000,7.9,27600,0.25,A,0,0,4,0
23,7.0,alugada,0,educacao,1,1400,10.0,42000,0.03,B,1,0,4,1
25,1.0,hipoteca,1,reformar_casa,3,11500,6.03,27600,0.42,A,0,0,4,1
22,6.0,hipoteca,1,consolidacao_debito,0,8400,7.51,27600,0.3,A,0,0,3,0
24,5.0,hipoteca,1,saude,5,6000,15.62,27600,0.22,D,3,1,2,1
24,1.0,alugada,0,reformar_casa,3,1400,11.024070809144439,125000,0.01,C,2,1,4,0
24,0.0,alugada,0,saude,5,1450,11.024070809144439,21600,0.07,A,0,0,3,0
23,1.0,alugada,0,pessoal,2,1450,15.58,30000,0.05,D,3,0,4,1
24,0.0,alugada,0,saude,5,1450,10.74,47000,0.03,B,1,0,4,0
26,5.0,alugada,0,saude,5,1450,14.27,55560,0.03,C,2,0,3,0
22,0.0,alugada,0,educacao,1,1475,5.79,101000,0.01,A,0,0,3,0
24,1.0,alugada,0,saude,5,1500,16.29,27000,0.06,D,3,1,4,1
22,0.0,alugada,0,consolidacao_debito,0,1500,12.73,27040,0.06,C,2,0,2,0
25,0.0,alugada,0,saude,5,1500,11.89,27996,0.05,B,1,0,3,0
23,7.0,alugada,0,pessoal,2,1500,14.17,28000,0.05,C,2,1,4,0
24,2.0,propria,3,saude,5,10000,11.024070809144439,27600,0.36,D,3,0,2,0
22,1.0,alugada,0,educacao,1,1500,11.024070809144439,28500,0.05,B,1,0,4,0
22,0.0,propria,3,educacao,1,9600,8.59,27600,0.35,A,0,0,3,0
23,0.0,hipoteca,1,educacao,1,1200,13.92,27600,0.04,C,2,1,3,0
24,5.0,alugada,0,educacao,1,1500,11.46,28596,0.05,B,1,0,4,0
23,0.0,alugada,0,saude,5,1500,7.74,28800,0.05,A,0,0,3,0
23,1.0,alugada,0,consolidacao_debito,0,1500,7.51,30000,0.05,A,0,0,3,0
21,0.0,alugada,0,consolidacao_debito,0,1500,7.29,30000,0.05,A,0,0,3,0
24,2.0,alugada,0,consolidacao_debito,0,1500,14.22,30000,0.05,C,2,1,4,0
25,0.0,alugada,0,educacao,1,1500,16.82,30000,0.05,E,4,1,3,1
26,0.0,alugada,0,reformar_casa,3,1500,14.61,30000,0.05,D,3,1,3,1
21,0.0,alugada,0,consolidacao_debito,0,1500,13.92,30000,0.05,C,2,0,2,0
23,1.0,alugada,0,consolidacao_debito,0,1500,8.94,31000,0.05,A,0,0,3,0
26,7.0,hipoteca,1,consolidacao_debito,0,6000,7.88,27983,0.21,A,0,0,3,0
25,9.0,alugada,0,risco,4,1500,11.12,31200,0.05,B,1,0,2,0
25,2.0,alugada,0,risco,4,1500,10.99,31500,0.05,B,1,0,4,0
25,2.0,alugada,0,consolidacao_debito,0,1500,7.49,32000,0.05,A,0,0,4,0
23,1.0,propria,3,pessoal,2,4800,15.99,27996,0.17,D,3,1,2,0
25,1.0,alugada,0,consolidacao_debito,0,1500,7.29,32000,0.05,A,0,0,3,0
24,1.0,alugada,0,educacao,1,1500,13.92,32000,0.05,C,2,1,4,0
24,8.0,alugada,0,saude,5,1500,9.91,32304,0.05,B,1,0,3,1
25,5.0,alugada,0,risco,4,1500,11.48,33000,0.05,B,1,0,4,0
22,5.0,propria,3,saude,5,5000,5.79,27996,0.18,A,0,0,2,0
23,1.0,propria,3,educacao,1,4200,14.72,27996,0.15,C,2,1,4,0
23,2.0,propria,3,saude,5,9250,10.75,27996,0.33,B,1,0,2,0
22,4.0,hipoteca,1,saude,5,3250,15.21,27996,0.12,D,3,0,2,1
22,4.0,hipoteca,1,saude,5,5500,10.38,27996,0.2,B,1,0,2,0
26,6.0,alugada,0,saude,5,1500,19.41,33600,0.04,F,5,0,4,0
23,1.0,alugada,0,educacao,1,1500,6.99,33996,0.04,A,0,0,4,0
25,7.0,alugada,0,pessoal,2,1500,10.99,34942,0.04,B,1,0,4,0
21,3.0,alugada,0,educacao,1,1500,5.79,35000,0.04,A,0,0,2,0
25,1.0,alugada,0,saude,5,1500,10.0,35000,0.04,B,1,0,4,0
23,6.0,alugada,0,consolidacao_debito,0,1500,8.88,35000,0.04,B,1,0,3,0
21,5.0,hipoteca,1,educacao,1,10000,9.63,27996,0.36,A,0,0,4,0
24,9.0,alugada,0,educacao,1,1500,11.024070809144439,35000,0.04,A,0,0,3,0
23,7.0,alugada,0,consolidacao_debito,0,1500,14.59,29004,0.05,D,3,1,2,1
24,2.0,alugada,0,educacao,1,1500,15.23,36000,0.04,C,2,0,2,0
24,5.0,alugada,0,pessoal,2,1500,10.0,36000,0.04,B,1,0,3,0
22,1.0,propria,3,risco,4,12300,6.62,28000,0.44,A,0,0,2,0
